ISIN,Date,start_price,end_price,minimum_price,maximum_price,daily_traded_volume,end_price_mx,standard_deviation
AT000000STR1,2022-12-30,36.6,36.7,35.75,36.6,1666,700.236,0.07071067811865576
AT000000STR1,2022-12-31,36.6,36.7,35.75,36.6,1666,700.236,0.07071067811865576
AT00000FACC2,2022-12-30,8.05,8.57,7.87,8.05,5507,163.51559999999998,0.3676955262170044
AT00000FACC2,2022-12-31,8.05,8.57,7.87,8.05,5507,163.51559999999998,0.3676955262170044
AT0000606306,2022-12-30,14.51,15.0,13.87,14.91,67471,286.2,0.34648232278140845
AT0000606306,2022-12-31,14.51,15.0,13.87,14.91,67471,286.2,0.34648232278140845
AT0000609607,2022-12-30,11.74,12.06,11.7,11.74,265,230.10479999999998,0.2262741699796954
AT0000609607,2022-12-31,11.74,12.06,11.7,11.74,265,230.10479999999998,0.2262741699796954
AT0000644505,2022-12-30,98.2,99.2,96.1,98.3,237,1892.7359999999999,0.7071067811865476
AT0000644505,2022-12-31,98.2,99.2,96.1,98.3,237,1892.7359999999999,0.7071067811865476
AT0000652011,2022-12-30,32.17,32.4,30.66,32.7,20794,618.1919999999999,0.16263455967290372
AT0000652011,2022-12-31,32.17,32.4,30.66,32.7,20794,618.1919999999999,0.16263455967290372
AT0000730007,2022-12-30,40.32,39.0,39.1,40.32,2942,744.1199999999999,0.933380951166243
AT0000730007,2022-12-31,40.32,39.0,39.1,40.32,2942,744.1199999999999,0.933380951166243
AT0000743059,2022-12-30,44.36,43.1,41.98,44.36,16582,822.348,0.8909545442950485
AT0000743059,2022-12-31,44.36,43.1,41.98,44.36,16582,822.348,0.8909545442950485
AT0000746409,2022-12-30,104.0,108.4,103.3,104.0,30,2068.272,3.111269837220813
AT0000746409,2022-12-31,104.0,108.4,103.3,104.0,30,2068.272,3.111269837220813
AT0000785407,2022-12-30,29.4,28.8,29.4,30.25,2330,549.504,0.424264068711927
AT0000785407,2022-12-31,29.4,28.8,29.4,30.25,2330,549.504,0.424264068711927
AT0000785555,2022-12-30,27.45,26.9,26.9,27.45,130,513.252,0.38890872965260165
AT0000785555,2022-12-31,27.45,26.9,26.9,27.45,130,513.252,0.38890872965260165
AT0000821103,2022-12-30,7.3,7.24,7.22,7.3,1400,138.1392,0.042426406871192576
AT0000821103,2022-12-31,7.3,7.24,7.22,7.3,1400,138.1392,0.042426406871192576
AT0000827209,2022-12-30,0.944,0.992,0.944,1.015,11000,18.927359999999997,0.033941125496954314
AT0000827209,2022-12-31,0.944,0.992,0.944,1.015,11000,18.927359999999997,0.033941125496954314
AT0000831706,2022-12-30,26.82,26.78,26.1,26.82,806,510.9624,0.028284271247461298
AT0000831706,2022-12-31,26.82,26.78,26.1,26.82,806,510.9624,0.028284271247461298
AT0000922554,2022-12-30,41.7,40.7,41.7,41.7,10,776.556,0.7071067811865476
AT0000922554,2022-12-31,41.7,40.7,41.7,41.7,10,776.556,0.7071067811865476
AT0000937503,2022-12-30,28.9,29.46,28.8,29.24,3688,562.0967999999999,0.3959797974644682
AT0000937503,2022-12-31,28.9,29.46,28.8,29.24,3688,562.0967999999999,0.3959797974644682
AT0000938204,2022-12-30,166.6,166.8,165.4,166.8,354,3182.544,0.14142135623732158
AT0000938204,2022-12-31,166.6,166.8,165.4,166.8,354,3182.544,0.14142135623732158
AT0000946652,2022-12-30,37.75,36.85,36.85,37.75,122,703.098,0.6363961030678917
AT0000946652,2022-12-31,37.75,36.85,36.85,37.75,122,703.098,0.6363961030678917
AT0000969985,2022-12-30,47.85,48.7,47.0,48.4,7523,929.196,0.6010407640085664
AT0000969985,2022-12-31,47.85,48.7,47.0,48.4,7523,929.196,0.6010407640085664
AT0000A00Y78,2022-12-30,1.95,1.93,1.9,1.99,22020,36.8244,0.014142135623730963
AT0000A00Y78,2022-12-31,1.95,1.93,1.9,1.99,22020,36.8244,0.014142135623730963
AT0000A0E9W5,2022-12-30,13.88,14.08,13.85,14.27,31066,268.64639999999997,0.141421356237309
AT0000A0E9W5,2022-12-31,13.88,14.08,13.85,14.27,31066,268.64639999999997,0.141421356237309
AT0000A18XM4,2022-12-30,13.79,14.02,13.445,13.79,9849,267.5016,0.16263455967290624
AT0000A18XM4,2022-12-31,13.79,14.02,13.445,13.79,9849,267.5016,0.16263455967290624
AT0000A25NJ6,2022-12-30,17.6,17.8,17.6,18.0,1895,339.62399999999997,0.141421356237309
AT0000A25NJ6,2022-12-31,17.6,17.8,17.6,18.0,1895,339.62399999999997,0.141421356237309
AT0000APOST4,2022-12-30,36.1,36.5,35.25,36.1,976,696.42,0.282842712474618
AT0000APOST4,2022-12-31,36.1,36.5,35.25,36.1,976,696.42,0.282842712474618
AT0000BAWAG2,2022-12-30,46.48,47.64,46.26,46.48,891,908.9712,0.8202438661763978
AT0000BAWAG2,2022-12-31,46.48,47.64,46.26,46.48,891,908.9712,0.8202438661763978
AT0000KTMI02,2022-12-30,80.0,80.3,79.7,80.0,57,1532.1239999999998,0.21213203435596226
AT0000KTMI02,2022-12-31,80.0,80.3,79.7,80.0,57,1532.1239999999998,0.21213203435596226
AT000AGRANA3,2022-12-30,16.68,16.54,16.68,16.68,100,315.5832,0.09899494936611705
AT000AGRANA3,2022-12-31,16.68,16.54,16.68,16.68,100,315.5832,0.09899494936611705
ATFREQUENT09,2022-12-30,27.3,28.0,27.1,27.7,1342,534.24,0.49497474683058273
ATFREQUENT09,2022-12-31,27.3,28.0,27.1,27.7,1342,534.24,0.49497474683058273
AU0000066086,2022-12-30,5.54,5.52,5.54,5.54,355,105.32159999999999,0.014142135623731277
AU0000066086,2022-12-31,5.54,5.52,5.54,5.54,355,105.32159999999999,0.014142135623731277
BE0974293251,2022-12-30,56.8,55.17,55.75,56.9,4064,1052.6435999999999,1.1525840533340692
BE0974293251,2022-12-31,56.8,55.17,55.75,56.9,4064,1052.6435999999999,1.1525840533340692
BE0974320526,2022-12-30,35.94,36.99,35.65,36.26,896,705.7692,0.7424621202458779
BE0974320526,2022-12-31,35.94,36.99,35.65,36.26,896,705.7692,0.7424621202458779
BG9000011163,2022-12-30,0.5,0.4808,0.5,0.5,200,9.173663999999999,0.013576450198781708
BG9000011163,2022-12-31,0.5,0.4808,0.5,0.5,200,9.173663999999999,0.013576450198781708
BGSLOBI02187,2022-12-30,1.1762,1.146,1.1762,1.1762,70,21.865679999999998,0.021354624791833737
BGSLOBI02187,2022-12-31,1.1762,1.146,1.1762,1.1762,70,21.865679999999998,0.021354624791833737
CA0203981034,2022-12-30,0.622,0.66,0.62,0.63,15350,12.592799999999999,0.02687005768508883
CA0203981034,2022-12-31,0.622,0.66,0.62,0.63,15350,12.592799999999999,0.02687005768508883
CA0585861085,2022-12-30,8.602,9.968,8.558,9.398,88312,190.18944,0.9659078631008237
CA0585861085,2022-12-31,8.602,9.968,8.558,9.398,88312,190.18944,0.9659078631008237
CA0679011084,2022-12-30,20.15,20.2,20.1,20.51,62332,385.41599999999994,0.03535533905932788
CA0679011084,2022-12-31,20.15,20.2,20.1,20.51,62332,385.41599999999994,0.03535533905932788
CA09228F1036,2022-12-30,5.945,6.125,5.945,5.945,42,116.865,0.12727922061357835
CA09228F1036,2022-12-31,5.945,6.125,5.945,5.945,42,116.865,0.12727922061357835
CA0977512007,2022-12-30,1.073,1.106,1.073,1.0955,1850,21.10248,0.023334523779156166
CA0977512007,2022-12-31,1.073,1.106,1.073,1.0955,1850,21.10248,0.023334523779156166
CA32076V1031,2022-12-30,10.295,10.075,10.15,10.4,7652,192.23099999999997,0.1555634918610409
CA32076V1031,2022-12-31,10.295,10.075,10.15,10.4,7652,192.23099999999997,0.1555634918610409
CA4969024047,2022-12-30,4.881,4.598,4.819,5.002,22563,87.72984,0.2001112190757932
CA4969024047,2022-12-31,4.881,4.598,4.819,5.002,22563,87.72984,0.2001112190757932
CA67077M1086,2022-12-30,72.0,74.36,72.0,77.0,1658,1418.7887999999998,1.6687720036002518
CA67077M1086,2022-12-31,72.0,74.36,72.0,77.0,1658,1418.7887999999998,1.6687720036002518
CA7847301032,2022-12-30,17.75,17.805,17.75,17.75,300,339.71939999999995,0.038890872965259914
CA7847301032,2022-12-31,17.75,17.805,17.75,17.75,300,339.71939999999995,0.038890872965259914
CA81732W1041,2022-12-30,1.04,1.025,1.015,1.04,2800,19.556999999999995,0.0106066017177983
CA81732W1041,2022-12-31,1.04,1.025,1.015,1.04,2800,19.556999999999995,0.0106066017177983
CA9628791027,2022-12-30,39.2,38.98,39.2,39.8,1517,743.7383999999998,0.15556349186104468
CA9628791027,2022-12-31,39.2,38.98,39.2,39.8,1517,743.7383999999998,0.15556349186104468
CA98421R1055,2022-12-30,0.714,0.761,0.714,0.758,1210,14.519879999999999,0.03323401871576776
CA98421R1055,2022-12-31,0.714,0.761,0.714,0.758,1210,14.519879999999999,0.03323401871576776
CA98462Y1007,2022-12-30,4.471,4.378,4.47,4.568,18051,83.53224,0.0657609306503489
CA98462Y1007,2022-12-31,4.471,4.378,4.47,4.568,18051,83.53224,0.0657609306503489
CH0006539198,2022-12-30,3.8,3.76,3.8,3.8,35,71.7408,0.028284271247461926
CH0006539198,2022-12-31,3.8,3.76,3.8,3.8,35,71.7408,0.028284271247461926
CH0038389992,2022-12-30,60.7,61.8,60.25,61.4,11005,1179.1439999999998,0.7778174593051983
CH0038389992,2022-12-31,60.7,61.8,60.25,61.4,11005,1179.1439999999998,0.7778174593051983
CH0198251305,2022-12-30,24.56,23.13,23.84,24.56,245,441.32039999999995,1.0111626970967629
CH0198251305,2022-12-31,24.56,23.13,23.84,24.56,245,441.32039999999995,1.0111626970967629
CH0303692047,2022-12-30,11.8,11.8,11.7,11.9,769,225.144,0.0
CH0303692047,2022-12-31,11.8,11.8,11.7,11.9,769,225.144,0.0
CH0396131929,2022-12-30,161.0,148.0,140.0,161.0,177,2823.8399999999997,9.192388155425117
CH0396131929,2022-12-31,161.0,148.0,140.0,161.0,177,2823.8399999999997,9.192388155425117
CH0445689208,2022-12-30,11.682,12.326,11.562,11.7,7941,235.18007999999998,0.4553767670841367
CH0445689208,2022-12-31,11.682,12.326,11.562,11.7,7941,235.18007999999998,0.4553767670841367
CH0451424300,2022-12-30,0.075,0.075,0.075,0.075,7000,1.4309999999999998,0.0
CH0451424300,2022-12-31,0.075,0.075,0.075,0.075,7000,1.4309999999999998,0.0
CH0454664001,2022-12-30,13.553,12.92,12.0,13.553,64529,246.51359999999997,0.44759859249108525
CH0454664001,2022-12-31,13.553,12.92,12.0,13.553,64529,246.51359999999997,0.44759859249108525
CH0454664027,2022-12-30,29.57,31.584,26.308,29.57,15404,602.62272,1.4241130573097063
CH0454664027,2022-12-31,29.57,28.156,26.308,29.57,15404,537.2164799999999,0.9998489885977793
CH0475552201,2022-12-30,12.587,13.098,12.475,12.587,89,249.90984,0.36133156518632653
CH0475552201,2022-12-31,12.587,13.098,12.475,12.587,89,249.90984,0.36133156518632653
CH0491507486,2022-12-30,15.341,16.282,15.283,15.341,50,310.66056,0.6653874810965418
CH0491507486,2022-12-31,15.341,16.282,15.283,15.341,50,310.66056,0.6653874810965418
CH0514065058,2022-12-30,0.9904,0.9228,0.987,0.9978,47605,17.607024,0.04780041840821061
CH0514065058,2022-12-31,0.9904,0.9228,0.987,0.9978,47605,17.607024,0.04780041840821061
CH0557519201,2022-12-30,0.3,0.306,0.3,0.3,27000,5.83848,0.004242640687119289
CH0557519201,2022-12-31,0.3,0.306,0.3,0.3,27000,5.83848,0.004242640687119289
CH0560888270,2022-12-30,2.48,2.59,2.48,2.48,1900,49.417199999999994,0.07778174593052013
CH0560888270,2022-12-31,2.48,2.59,2.48,2.48,1900,49.417199999999994,0.07778174593052013
CH0593331561,2022-12-30,8.326,8.563,8.171,8.326,7168,163.38204,0.16758430714121184
CH0593331561,2022-12-31,8.326,8.563,8.171,8.326,7168,163.38204,0.16758430714121184
CH1102728750,2022-12-30,15.968,16.776,15.8,16.001,7985,320.08608,0.5713422791987303
CH1102728750,2022-12-31,15.968,16.776,15.8,16.001,7985,320.08608,0.5713422791987303
CH1109575535,2022-12-30,8.2525,8.5685,8.2,8.2525,6,163.48698,0.22344574285494953
CH1109575535,2022-12-31,8.2525,8.5685,8.2,8.2525,6,163.48698,0.22344574285494953
CH1114873776,2022-12-30,48.604,52.29,48.604,49.482,1606,997.6931999999999,2.606395595453614
CH1114873776,2022-12-31,48.604,52.29,48.604,49.482,1606,997.6931999999999,2.606395595453614
CNE1000031C1,2022-12-30,1.285,1.37,1.285,1.395,64943,26.139599999999998,0.060104076400856674
CNE1000031C1,2022-12-31,1.285,1.37,1.285,1.395,64943,26.139599999999998,0.060104076400856674
DE0001218063,2022-12-30,19.95,19.9,19.25,19.95,1290,379.69199999999995,0.03535533905932788
DE0001218063,2022-12-31,19.95,19.9,19.25,19.95,1290,379.69199999999995,0.03535533905932788
DE0001262152,2022-12-30,2.5,2.5,2.5,2.5,281,47.699999999999996,0.0
DE0001262152,2022-12-31,2.5,2.5,2.5,2.5,281,47.699999999999996,0.0
DE0001644565,2022-12-30,15.1,14.9,14.7,15.1,354,284.292,0.141421356237309
DE0001644565,2022-12-31,15.1,14.9,14.7,15.1,354,284.292,0.141421356237309
DE0002605557,2022-12-30,79.5,80.5,79.5,79.5,8,1535.9399999999998,0.7071067811865476
DE0002605557,2022-12-31,79.5,80.5,79.5,79.5,8,1535.9399999999998,0.7071067811865476
DE0002635265,2022-12-30,102.0,102.245,101.805,102.17,10184,1950.8346,0.17324116139070736
DE0002635265,2022-12-31,102.0,102.245,101.805,102.17,10184,1950.8346,0.17324116139070736
DE0002635273,2022-12-30,18.97,19.222,18.772,19.018,38369,366.75576,0.1781909088590117
DE0002635273,2022-12-31,18.97,19.222,18.772,19.018,38369,366.75576,0.1781909088590117
DE0002635281,2022-12-30,17.672,17.734,17.464,17.672,14731,338.36472,0.04384062043356677
DE0002635281,2022-12-31,17.672,17.734,17.464,17.672,14731,338.36472,0.04384062043356677
DE0002635299,2022-12-30,18.354,18.44,18.2,18.354,4583,351.8352,0.06081118318204456
DE0002635299,2022-12-31,18.354,18.44,18.2,18.354,4583,351.8352,0.06081118318204456
DE0002635307,2022-12-30,44.27,44.745,43.97,44.305,211322,853.7345999999999,0.3358757210636061
DE0002635307,2022-12-31,44.27,44.745,43.97,44.305,211322,853.7345999999999,0.3358757210636061
DE0005008007,2022-12-30,6.9,6.99,6.78,6.9,2277,133.36919999999998,0.06363961030678918
DE0005008007,2022-12-31,6.9,6.99,6.78,6.9,2277,133.36919999999998,0.06363961030678918
DE0005088108,2022-12-30,6.04,6.02,5.98,6.16,4315,114.86159999999998,0.014142135623731277
DE0005088108,2022-12-31,6.04,6.02,5.98,6.16,4315,114.86159999999998,0.014142135623731277
DE0005089031,2022-12-30,30.13,30.36,30.02,30.61,41231,579.2687999999999,0.16263455967290624
DE0005089031,2022-12-31,30.13,30.36,30.02,30.61,41231,579.2687999999999,0.16263455967290624
DE0005093108,2022-12-30,142.2,144.0,139.4,144.0,2091,2747.5199999999995,1.2727922061357937
DE0005093108,2022-12-31,142.2,144.0,139.4,144.0,2091,2747.5199999999995,1.2727922061357937
DE0005102008,2022-12-30,114.4,114.6,110.0,114.4,2760,2186.5679999999998,0.14142135623730148
DE0005102008,2022-12-31,114.4,114.6,110.0,114.4,2760,2186.5679999999998,0.14142135623730148
DE0005103006,2022-12-30,14.8,15.0,14.74,15.24,50197,286.2,0.141421356237309
DE0005103006,2022-12-31,14.8,15.0,14.74,15.24,50197,286.2,0.141421356237309
DE0005104400,2022-12-30,172.6,174.6,169.2,172.8,1629,3331.3679999999995,1.4142135623730951
DE0005104400,2022-12-31,172.6,174.6,169.2,172.8,1629,3331.3679999999995,1.4142135623730951
DE0005104806,2022-12-30,6.2,6.3,6.2,6.28,900,120.20399999999998,0.0707106781186545
DE0005104806,2022-12-31,6.2,6.3,6.2,6.28,900,120.20399999999998,0.0707106781186545
DE0005110001,2022-12-30,61.0,62.2,61.0,64.0,2783,1186.7759999999998,0.848528137423859
DE0005110001,2022-12-31,61.0,62.2,61.0,64.0,2783,1186.7759999999998,0.848528137423859
DE0005118806,2022-12-30,1.6,1.62,1.6,1.6,20,30.909599999999998,0.014142135623730963
DE0005118806,2022-12-31,1.6,1.62,1.6,1.6,20,30.909599999999998,0.014142135623730963
DE0005137004,2022-12-30,1.41,1.42,1.406,1.45,128426,27.093599999999995,0.007071067811865481
DE0005137004,2022-12-31,1.41,1.42,1.406,1.45,128426,27.093599999999995,0.007071067811865481
DE0005140008,2022-12-30,11.214,11.26,10.692,11.25,14397944,214.84079999999997,0.032526911934580745
DE0005140008,2022-12-31,11.214,11.26,10.692,11.25,14397944,214.84079999999997,0.032526911934580745
DE0005146807,2022-12-30,5.2,5.54,5.2,5.58,199,105.7032,0.24041630560342606
DE0005146807,2022-12-31,5.2,5.54,5.2,5.58,199,105.7032,0.24041630560342606
DE0005156004,2022-12-30,0.29,0.315,0.29,0.29,423,6.010199999999999,0.017677669529663705
DE0005156004,2022-12-31,0.29,0.315,0.29,0.29,423,6.010199999999999,0.017677669529663705
DE0005156236,2022-12-30,12.4,12.2,11.6,12.6,2725,232.77599999999995,0.14142135623731025
DE0005156236,2022-12-31,12.4,12.2,11.6,12.6,2725,232.77599999999995,0.14142135623731025
DE0005157101,2022-12-30,27.9,29.0,27.9,28.3,3829,553.3199999999999,0.7778174593052033
DE0005157101,2022-12-31,27.9,29.0,27.9,28.3,3829,553.3199999999999,0.7778174593052033
DE0005158703,2022-12-30,44.39,46.05,43.9,45.75,242037,878.6339999999999,1.1737972567696664
DE0005158703,2022-12-31,44.39,46.05,43.9,45.75,242037,878.6339999999999,1.1737972567696664
DE0005167902,2022-12-30,2.66,2.81,2.65,2.76,11530,53.614799999999995,0.10606601717798206
DE0005167902,2022-12-31,2.66,2.81,2.65,2.76,11530,53.614799999999995,0.10606601717798206
DE0005168108,2022-12-30,9.51,9.4,9.5,9.51,436,179.352,0.07778174593051983
DE0005168108,2022-12-31,9.51,9.4,9.5,9.51,436,179.352,0.07778174593051983
DE0005176903,2022-12-30,29.1,30.7,29.1,30.4,336,585.756,1.1313708498984745
DE0005176903,2022-12-31,29.1,30.7,29.1,30.4,336,585.756,1.1313708498984745
DE0005178008,2022-12-30,5.6,5.8,5.6,5.78,2301,110.66399999999999,0.14142135623730964
DE0005178008,2022-12-31,5.6,5.8,5.6,5.78,2301,110.66399999999999,0.14142135623730964
DE0005181606,2022-12-30,23.6,22.6,20.8,23.6,6506,431.20799999999997,0.7071067811865476
DE0005181606,2022-12-31,23.6,22.6,20.8,23.6,6506,431.20799999999997,0.7071067811865476
DE0005190003,2022-12-30,85.04,86.56,83.22,86.16,1009838,1651.5647999999999,1.0748023074035495
DE0005190003,2022-12-31,85.04,86.56,83.22,86.16,1009838,1651.5647999999999,1.0748023074035495
DE0005190037,2022-12-30,72.3,72.9,70.5,73.0,51831,1390.932,0.4242640687119345
DE0005190037,2022-12-31,72.3,72.9,70.5,73.0,51831,1390.932,0.4242640687119345
DE0005194005,2022-12-30,48.0,47.8,46.4,48.0,438,912.0239999999999,0.14142135623731153
DE0005194005,2022-12-31,48.0,47.8,46.4,48.0,438,912.0239999999999,0.14142135623731153
DE0005194062,2022-12-30,36.5,36.9,35.3,36.5,9074,704.0519999999999,0.282842712474618
DE0005194062,2022-12-31,36.5,36.9,35.3,36.5,9074,704.0519999999999,0.282842712474618
DE0005200000,2022-12-30,88.52,90.42,88.52,89.94,107188,1725.2135999999998,1.3435028842544443
DE0005200000,2022-12-31,88.52,90.42,88.52,89.94,107188,1725.2135999999998,1.3435028842544443
DE0005201602,2022-12-30,6.3,6.28,6.3,6.3,792,119.82239999999999,0.014142135623730649
DE0005201602,2022-12-31,6.3,6.28,6.3,6.3,792,119.82239999999999,0.014142135623730649
DE0005202303,2022-12-30,4.06,4.16,4.06,4.06,374,79.3728,0.07071067811865513
DE0005202303,2022-12-31,4.06,4.16,4.06,4.06,374,79.3728,0.07071067811865513
DE0005203947,2022-12-30,9.24,9.1,9.0,9.3,1178,173.628,0.09899494936611705
DE0005203947,2022-12-31,9.24,9.1,9.0,9.3,1178,173.628,0.09899494936611705
DE0005209589,2022-12-30,2.59,2.52,2.59,2.59,40,48.081599999999995,0.049497474683058214
DE0005209589,2022-12-31,2.59,2.52,2.59,2.59,40,48.081599999999995,0.049497474683058214
DE0005218309,2022-12-30,4.3,4.2,4.3,4.3,409,80.136,0.0707106781186545
DE0005218309,2022-12-31,4.3,4.2,4.3,4.3,409,80.136,0.0707106781186545
DE0005220008,2022-12-30,77.4,78.2,77.4,78.0,145,1492.0559999999998,0.565685424949236
DE0005220008,2022-12-31,77.4,78.2,77.4,78.0,145,1492.0559999999998,0.565685424949236
DE0005220909,2022-12-30,54.4,58.6,54.4,60.5,2497,1118.088,2.9698484809835017
DE0005220909,2022-12-31,54.4,58.6,54.4,60.5,2497,1118.088,2.9698484809835017
DE0005227201,2022-12-30,42.5,42.5,42.4,42.6,1172,810.9,0.0
DE0005227201,2022-12-31,42.5,42.5,42.4,42.6,1172,810.9,0.0
DE0005229504,2022-12-30,22.9,22.7,22.9,22.9,500,433.11599999999993,0.141421356237309
DE0005229504,2022-12-31,22.9,22.7,22.9,22.9,500,433.11599999999993,0.141421356237309
DE0005232805,2022-12-30,47.25,48.2,45.6,48.0,4831,919.656,0.6717514421272222
DE0005232805,2022-12-31,47.25,48.2,45.6,48.0,4831,919.656,0.6717514421272222
DE0005313506,2022-12-30,62.0,68.5,61.9,69.0,27110,1306.9799999999998,4.596194077712559
DE0005313506,2022-12-31,62.0,68.5,61.9,69.0,27110,1306.9799999999998,4.596194077712559
DE0005313704,2022-12-30,133.1,140.85,132.6,139.0,53881,2687.4179999999997,5.480077554195743
DE0005313704,2022-12-31,133.1,140.85,132.6,139.0,53881,2687.4179999999997,5.480077554195743
DE0005403901,2022-12-30,97.6,101.8,97.3,101.0,5152,1942.3439999999998,2.9698484809835013
DE0005403901,2022-12-31,97.6,101.8,97.3,101.0,5152,1942.3439999999998,2.9698484809835013
DE0005407100,2022-12-30,12.5,12.9,12.5,12.5,304,246.13199999999998,0.2828427124746193
DE0005407100,2022-12-31,12.5,12.9,12.5,12.5,304,246.13199999999998,0.2828427124746193
DE0005407407,2022-12-30,5.2,5.28,4.78,5.44,31562,100.74239999999999,0.05656854249492385
DE0005407407,2022-12-31,5.2,5.28,4.78,5.44,31562,100.74239999999999,0.05656854249492385
DE0005408116,2022-12-30,27.2,27.42,26.74,27.5,89066,523.1736,0.15556349186104218
DE0005408116,2022-12-31,27.2,27.42,26.74,27.5,89066,523.1736,0.15556349186104218
DE0005408686,2022-12-30,58.8,64.4,57.6,64.4,4888,1228.752,3.959797974644672
DE0005408686,2022-12-31,58.8,64.4,57.6,64.4,4888,1228.752,3.959797974644672
DE0005408884,2022-12-30,9.74,10.6,9.74,10.31,117966,202.24799999999996,0.6081118318204305
DE0005408884,2022-12-31,9.74,10.6,9.74,10.31,117966,202.24799999999996,0.6081118318204305
DE0005419105,2022-12-30,49.8,51.06,49.8,51.64,52529,974.2248,0.8909545442950535
DE0005419105,2022-12-31,49.8,51.06,49.8,51.64,52529,974.2248,0.8909545442950535
DE0005439004,2022-12-30,76.9,76.8,74.75,77.79,391564,1465.3439999999998,0.07071067811866079
DE0005439004,2022-12-31,76.9,76.8,74.75,77.79,391564,1465.3439999999998,0.07071067811866079
DE0005470306,2022-12-30,62.38,62.64,61.98,63.12,20066,1195.1712,0.18384776310850096
DE0005470306,2022-12-31,62.38,62.64,61.98,63.12,20066,1195.1712,0.18384776310850096
DE0005470405,2022-12-30,44.08,43.58,42.75,44.56,173513,831.5063999999999,0.3535533905932738
DE0005470405,2022-12-31,44.08,43.58,42.75,44.56,173513,831.5063999999999,0.3535533905932738
DE0005489561,2022-12-30,2.44,2.34,2.34,2.44,3000,44.64719999999999,0.07071067811865482
DE0005489561,2022-12-31,2.44,2.34,2.34,2.44,3000,44.64719999999999,0.07071067811865482
DE0005492276,2022-12-30,21.2,21.0,21.2,21.2,150,400.67999999999995,0.141421356237309
DE0005492276,2022-12-31,21.2,21.0,21.2,21.2,150,400.67999999999995,0.141421356237309
DE0005492938,2022-12-30,6.18,6.22,6.18,6.18,204,118.67759999999998,0.028284271247461926
DE0005492938,2022-12-31,6.18,6.22,6.18,6.18,204,118.67759999999998,0.028284271247461926
DE0005493092,2022-12-30,3.914,4.044,3.894,4.022,101451,77.15951999999999,0.09192388155425078
DE0005493092,2022-12-31,3.914,4.044,3.894,4.022,101451,77.15951999999999,0.09192388155425078
DE0005493365,2022-12-30,347.8,373.6,350.0,369.8,2686,7128.288,18.243354954612933
DE0005493365,2022-12-31,347.8,373.6,350.0,369.8,2686,7128.288,18.243354954612933
DE0005494165,2022-12-30,31.6,31.6,31.6,32.4,1490,602.928,0.0
DE0005494165,2022-12-31,31.6,31.6,31.6,32.4,1490,602.928,0.0
DE0005498901,2022-12-30,55.0,56.0,53.0,55.0,222,1068.48,0.7071067811865476
DE0005498901,2022-12-31,55.0,56.0,53.0,55.0,222,1068.48,0.7071067811865476
DE0005545503,2022-12-30,21.08,21.42,21.04,21.5,20347,408.6936,0.24041630560342858
DE0005545503,2022-12-31,21.08,21.42,21.04,21.5,20347,408.6936,0.24041630560342858
DE0005550602,2022-12-30,46.35,47.4,45.6,46.95,1315,904.3919999999999,0.7424621202458729
DE0005550602,2022-12-31,46.35,47.4,45.6,46.95,1315,904.3919999999999,0.7424621202458729
DE0005550636,2022-12-30,48.96,50.95,48.96,49.86,4613,972.126,1.407142494561231
DE0005550636,2022-12-31,48.96,50.95,48.96,49.86,4613,972.126,1.407142494561231
DE0005552004,2022-12-30,44.465,45.16,43.87,44.745,1702641,861.6527999999998,0.4914392129246457
DE0005552004,2022-12-31,44.465,45.16,43.87,44.745,1702641,861.6527999999998,0.4914392129246457
DE0005557508,2022-12-30,15.8,16.03,15.504,15.884,7574252,305.8524,0.16263455967290624
DE0005557508,2022-12-31,15.8,16.03,15.504,15.884,7574252,305.8524,0.16263455967290624
DE0005558696,2022-12-30,6.24,6.0,6.0,6.24,3793,114.47999999999999,0.16970562748477155
DE0005558696,2022-12-31,6.24,6.0,6.0,6.24,3793,114.47999999999999,0.16970562748477155
DE0005565204,2022-12-30,31.86,32.34,31.0,32.34,71190,617.0472,0.3394112549695456
DE0005565204,2022-12-31,31.86,32.34,31.0,32.34,71190,617.0472,0.3394112549695456
DE0005570808,2022-12-30,16.1,16.2,15.6,16.75,15453,309.09599999999995,0.07071067811865325
DE0005570808,2022-12-31,16.1,16.2,15.6,16.75,15453,309.09599999999995,0.07071067811865325
DE0005649503,2022-12-30,5.2,5.4,5.1,5.3,4300,103.032,0.14142135623730964
DE0005649503,2022-12-31,5.2,5.4,5.1,5.3,4300,103.032,0.14142135623730964
DE0005654933,2022-12-30,182.0,188.5,182.0,190.5,1138,3596.5799999999995,4.596194077712559
DE0005654933,2022-12-31,182.0,188.5,182.0,190.5,1138,3596.5799999999995,4.596194077712559
DE0005659700,2022-12-30,64.0,66.25,64.0,65.4,9011,1264.05,1.590990257669732
DE0005659700,2022-12-31,64.0,66.25,64.0,65.4,9011,1264.05,1.590990257669732
DE0005664809,2022-12-30,25.46,26.54,25.59,26.16,160375,506.38319999999993,0.7636753236814702
DE0005664809,2022-12-31,25.46,26.54,25.59,26.16,160375,506.38319999999993,0.7636753236814702
DE0005677108,2022-12-30,55.8,58.7,55.8,59.8,5251,1119.9959999999999,2.0506096654409918
DE0005677108,2022-12-31,55.8,58.7,55.8,59.8,5251,1119.9959999999999,2.0506096654409918
DE0005751986,2022-12-30,10.6,10.95,10.5,10.85,1552,208.92599999999996,0.24748737341529137
